title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
I'll Be Your Friend - Glamourous Mix,Robert Owens,27Din6MKgRQ0LmwncvKNWH,house,0.751,0.793,1,-7.093,1,0.0339,0.000155,0.00482,0.0915,0.528,121.823,22
Bad Habit - UNER Remix,ATFC Feat. Lisa Millett,2glPtqeoPGrxeuJADLyT5Y,house,0.803,0.952,6,-6.9,1,0.0489,0.00609,0.351,0.0473,0.632,124.994,15
Show Me Love,Sonic One,6L54KtkHBbSJba1CnlkQrv,house,0.619,0.66,0,-10.155,0,0.0354,0.00118,0.00688,0.319,0.167,125.001,11
What Is Love 2016 - James Hype & Gavin Francis Remix,"Lost Frequencies, James Hype, Gavin Francis",1JiL7ccOCBKlS9KbHFwWyG,house,0.808,0.81,1,-7.63,0,0.0484,0.0137,0.0264,0.0453,0.3,124.987,7
Gypsy Woman (She's Homeless) - Radio Edit,Crystal Waters,4UJ1AKSbXAbPlPVFe66wK7,house,0.487,0.749,2,-8.749,0,0.0371,0.022,0.00324,0.0548,0.542,120.038,16
Witch Doktor,Armand Van Helden,0e3CQObPaYm8ZdZYgDSfqD,house,0.779,0.83,8,-9.642,1,0.086,0.0341,0.288,0.52,0.147,125.01,17
Body (Mix Cut) - PBH & Jack Shizzle Remix,"Loud Luxury, Brando, PBH & JACK",7ttr8iq2OgvpJBpDeJfI2g,house,0.679,0.913,5,-4.305,0,0.0443,0.013,0.0038,0.0962,0.752,125.017,7
Hipcats (Mix Cut),"ATFC, David Penn",15FiezYQ2etH3OdzT6k8Lv,house,0.874,0.977,0,-4.477,1,0.0565,1.62e-05,0.456,0.0183,0.953,122.029,22
Good Luck (Mix Cut),"Inner City, LaRae Starr",7ssyMTeyrDcCPVfEsvltno,house,0.589,0.934,11,-5.02,0,0.0494,0.00748,0.138,0.0214,0.503,123.547,12
Tania (Mix Cut),Harry Romero,0dzA0WVMeOGGtN5641jRIA,house,0.789,0.919,7,-6.03,1,0.0368,0.0167,0.829,0.18,0.622,124.01,15
The Story Continues (Mix Cut),Marco Lys,0Yby0Ccj9EchDPZ9fJ3Hcu,house,0.609,0.995,6,-5.566,0,0.077,0.000919,0.911,0.0549,0.484,124.808,24
I'll House You (Mix Cut),"Sunnery James & Ryan Marciano, Thomas Newson",2NR1IYLmKwQIhpsmBaweMh,house,0.705,0.977,4,-5.357,0,0.0731,0.00518,0.385,0.0756,0.172,125.002,24
ADAMU (Mix Cut),Eddie Thoneick,0EdhVFPsM4z44UQeroFfOX,house,0.785,0.918,0,-7.056,1,0.0455,0.0101,0.879,0.0818,0.418,123.981,9
Evolution (Mix Cut),ANOTR,0gYYRtPpNetchseGyZixWc,house,0.809,0.915,0,-7.304,1,0.069,0.00443,0.948,0.101,0.46,123.995,9
Turn Me Out (Mix Cut) - illyus & Barrientos Remix,"Sol Brothers, Kathy Brown, Illyus & Barrientos",3POrUJSI1Cw2HoFm31imeg,house,0.692,0.879,5,-5.806,0,0.043,0.0826,0.592,0.101,0.819,124.99,5
House Nation (Mix Cut),The Ultimate Seduction,67qA6WTfCtcQ2YbMOUR4eZ,house,0.821,0.948,6,-3.89,1,0.139,0.0237,0.878,0.287,0.16,133.895,9
Dreams - Problem Kids Mix,"Afro Medusa, Problem Kids",3jwhwhslHg2aQqiMgrOpv7,house,0.708,0.832,7,-7.532,0,0.0518,0.0204,3.81e-05,0.189,0.602,125.019,12
What We Had To Do,"Man Without A Clue, Alias Rhythm",5R9iM5xDhqlMtwgdA9qBnC,house,0.81,0.887,10,-5.759,0,0.049,0.0103,0.123,0.336,0.789,124.033,10
Don't You Want Me 2015 - Brodanse Bass Hall Radio Edit,"Felix, Brodanse",1Yp4qZVzoykVKxehOiyURo,house,0.749,0.918,11,-7.164,0,0.0363,0.00136,9.91e-05,0.0768,0.547,127.011,12
Just Another Groove - Boris Dlugosch Remix,"Mighty Dub Katz, Boris Dlugosch",1IkIJ67IjmGaYyz8F0Io1o,house,0.9,0.658,6,-7.587,1,0.207,0.00168,0.408,0.0681,0.494,123.998,13
Everytime - Nikos Diamantopoulos Remix,"Lustral, Nikos Diamantopoulos",0kcBq4cunxnrKZ5GUjUmme,house,0.694,0.669,6,-9.61,0,0.0342,0.000321,0.16,0.258,0.409,125.017,10
"Right On, Right On",Silicone Soul,7IgdR2NdeHAbG1yVGEGlRC,house,0.661,0.667,11,-8.592,1,0.0388,0.0226,0.928,0.116,0.824,125.023,15
Found Love (feat. Dany) - Danny Tenaglia's International Mix,"Double Dee, Dany",47kkRIpNMJSMU2vAehMQGb,house,0.744,0.89,6,-7.16,1,0.0819,0.00683,1.22e-05,0.079,0.853,125.265,19
Someday - Main Mix,Jean Claude Ades,09G6O0ctUitd8rud93g2hi,house,0.685,0.932,7,-6.094,1,0.0515,6.36e-05,0.338,0.125,0.597,125.998,19
Weekend Love,"Low Steppa, Reigns",0Tpr5yJ42unc03fSYGyLX2,house,0.46,0.902,6,-4.21,0,0.194,0.0345,1.59e-05,0.666,0.716,119.47,21
Keep On Jumpin',"Todd Terry, Martha Wash, Jocelyn Brown",4XS4PuYyoJcdtFko641Czk,house,0.755,0.779,10,-10.983,0,0.0389,0.00408,0.262,0.269,0.919,123.938,12
Look Right Through - MK Dub III,"Storm Queen, MK",6KuZR1aVGMKu8sJ53DNMOw,house,0.853,0.61,5,-9.439,0,0.0969,0.00138,0.545,0.076,0.28,120.008,24
Peplum Africa - Main Mix,"Matt' Samo, Africanism",7zTnxtHCDSBLEHLNDssGx3,house,0.876,0.841,1,-9.376,1,0.0962,0.0016,0.77,0.0542,0.681,124.093,15
King Of My Castle - Roy Malone's King Mix,"Wamdue Project, Roy Malone",6YeFYgc7H0ACm4IZ4Zro24,house,0.868,0.537,10,-9.038,0,0.0783,0.0438,0.633,0.0604,0.764,125.02,5
Discopolis 2.0 - Kydus Remix,"Lifelike, Kris Menace, Kydus",35y8QICb5p7Nm1jym3ukln,house,0.639,0.893,1,-7.681,1,0.0413,0.0348,0.881,0.338,0.705,125.004,15
Music Rises Up - Claptone Remix,"Kyodai, Stee Downes, Claptone",2VWWCyzjWLXyDp6qNQd3LR,house,0.874,0.676,9,-10.286,0,0.0572,0.00583,0.323,0.0839,0.777,121.969,12
In My House,"Robbie Rivera, David Tort",3465ZehQXhetpsxZyjz5JK,house,0.704,0.99,9,-5.996,0,0.088,0.00156,0.513,0.0435,0.114,125.01,24
The Worship - KC Lights Remix,"AVIRA, Diana Miro, KC Lights",0wrT9VBe2iD5DvDPoROShm,house,0.767,0.801,6,-6.389,1,0.129,0.00808,0.0021,0.0487,0.261,124.027,2
Move Your Body - Skapes Remix,"Marshall Jefferson, Skapes",2SGBNyqexNf8CDcMSXcwzC,house,0.865,0.683,11,-7.708,0,0.0556,0.00156,0.179,0.0214,0.469,124.0,12
Nitelife - Armand Van Helden Retail Mix,Kim English,2F5W5f8COoQKpoGqPcZ1EN,house,0.793,0.556,1,-17.884,1,0.0502,4.6e-05,0.289,0.0592,0.412,123.022,14
Grand Piano,"Dero, Robbie Rivera",4FCXDap6dsemKyO4zw53Gh,house,0.626,0.941,9,-5.709,0,0.0344,0.00394,0.077,0.0543,0.0376,125.027,16
Fly Song,The Deepshakerz,3XZ2LXRJ5DwDXZsHKPo0p5,house,0.84,0.747,6,-9.214,0,0.109,8.07e-05,0.843,0.0726,0.707,124.978,5
I Feel Love,Donna Summer,1vCBk33l9HaWp5FOnhSGxk,house,0.674,0.711,0,-15.581,1,0.0423,0.031,0.691,0.0925,0.961,126.696,15
House Work (feat. Mike Dunn & MNEK),"Jax Jones, Mike Dunn, MNEK",4N1NX1NM6hOQDx11jJC8cn,house,0.765,0.946,0,-5.266,0,0.067,0.264,0.319,0.0413,0.777,123.976,7
French Kiss - The Original Underground Mix,"Lil' Louis, The World",7hnqJYCKZFW7vMoykaraZG,house,0.689,0.505,6,-13.846,1,0.0867,0.0133,0.818,0.345,0.564,123.948,15
Funk Phenomena - PAWSA Remix,"Armand Van Helden, ANOTR, PAWSA",08tMhSCS6deLj4uxOOpaPU,house,0.799,0.534,8,-8.772,1,0.0559,0.000943,0.582,0.0784,0.734,127.014,15
Someday,CeCe Rogers,5bGlU4BXhMRMMHWZnHuKhj,house,0.704,0.538,9,-15.149,0,0.052,0.0325,0.00024,0.0415,0.844,119.582,12
Sinfonia Della Notte,Dennis Ferrer,14iTtRdW9NJ1K3TKn7KR4T,house,0.77,0.922,1,-7.377,1,0.0538,0.000205,0.933,0.106,0.332,126.014,9
A Deeper Love,Clivilles & Cole,7CVMGgNjOiyp0PMCxCHnPN,house,0.82,0.835,11,-6.408,1,0.0758,0.0399,0.000114,0.291,0.166,120.98,2
Turn Me Out,"Sol Brothers, Kathy Brown",5X4JHCICeemi6UMh58uVTp,house,0.791,0.783,5,-5.808,0,0.108,0.0189,1.98e-05,0.382,0.665,127.999,10
Don't Call Me Baby,Madison Avenue,5GguB1QMdud2FWbs5VHAzB,house,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,7
Everybody Loves The Sunshine - Full Intention Radio Mix,Full Intention,15pig8H4qzIoODU7hluVgv,house,0.729,0.795,11,-7.717,1,0.0288,0.00011,0.101,0.0657,0.762,127.854,19
"Everybody Be Somebody - Sharam Jey, Kolombo Remix","Ruffneck, Yavahn, Sharam Jey, Kolombo",2MgcPgxFvAlJCVITsEghCI,house,0.875,0.511,6,-6.677,0,0.0474,0.204,0.0445,0.139,0.587,122.169,11
Haven't You Heard - Fitzy's Half Charged Mix,"Alan Fitzpatrick, Patrice Rushen",1b0e8KK2tIgMkT2tub9M93,house,0.828,0.903,6,-5.241,0,0.0935,0.00339,0.693,0.256,0.96,130.007,5
You Got The Love - New Voyager Radio Edit,"The Source & Candi Staton, The Source, Candi Staton",4nQkNmJJWnFIRsbIMeIrlX,house,0.591,0.898,6,-4.779,1,0.0336,0.0523,2.66e-06,0.411,0.478,107.092,17
Let Me Think About It - Celebration Club Mix,"Fedde Le Grand, Ida Corr",2lWN5Q4w9WWEeUech05uy5,house,0.806,0.904,0,-3.377,1,0.0384,0.000944,0.0425,0.0312,0.552,129.002,22
Let the Beat Hit 'Em - Pop Radio Mix,Lisa Lisa & Cult Jam,2hXRQXfRkWMD9caFvAmdnJ,house,0.799,0.672,10,-9.752,0,0.0482,0.0117,0.00315,0.39,0.833,111.889,10
Work 4 It,"Roger Sanchez, Cari Golden",1xfXwB1NN5uhtxahmeKTda,house,0.787,0.839,7,-7.374,1,0.0363,0.00178,0.00464,0.22,0.651,122.012,19
S.A.Y.,Compact Grey,6tFB8gM69PQri61A3MfMjH,house,0.792,0.627,0,-8.275,1,0.104,0.0482,0.000996,0.0942,0.708,115.014,22
The Sound of Violence,Cassius,0mJXMlZntHgMGKUyrPkMcp,house,0.71,0.849,6,-6.495,1,0.0796,0.00259,0.0081,0.35,0.62,119.752,17
Move Your Body,Marshall Jefferson,5eAymAmVU6CyejjFJxvcMI,house,0.785,0.907,4,-4.15,0,0.118,0.0156,1.14e-06,0.513,0.565,122.311,10
Burnin',Daft Punk,7fumss9IkI26dBu2e85JSo,house,0.87,0.875,6,-8.501,0,0.205,0.192,0.357,0.0804,0.715,124.298,5
Everybody Know Now - Modern Citizens Remix,"GotSome, Modern Citizens",5GZaiOeTF2joy6ESNrHRfM,house,0.724,0.888,7,-4.432,1,0.0396,0.0108,0.0304,0.312,0.225,120.022,18
Find A Way - Just Vague Remix,"Feenixpawl, Dave Winnel, Just Vague",2hBDVgOTstyPqqAsYLdgHn,house,0.703,0.915,0,-3.902,1,0.036,0.0185,0.194,0.336,0.535,123.97,22
Addictionz - Harry Romero Remix,"Mutiny UK, Harry Romero",3bSMlCPasbA0kkqTwb4DEC,house,0.767,0.76,6,-9.285,0,0.0737,0.00145,0.906,0.648,0.285,123.994,21
I'll House You,Jungle Brothers,51GEHfWZuwIg5XHY50XSyS,house,0.814,0.814,0,-8.219,1,0.156,0.0246,0.0,0.189,0.837,123.274,22
In & Out of My Life (Knee Deep Vocal),ATFC,4Foka1AEAx62AqDeqpZZpd,house,0.675,0.93,5,-6.686,0,0.171,0.0141,0.00849,0.0517,0.569,126.927,7
La Vereda (Cada Vez),Jude & Frank,1uU95PBinoqgQVn6VVpF6q,house,0.655,0.923,7,-4.266,0,0.267,0.00847,0.000175,0.272,0.662,124.967,6
WERK,"Frank Nitty, Sted-E & Hybrid Heights",0P4Te0RKQVs6PiGHzQOP3i,house,0.79,0.979,6,-5.783,1,0.0639,9.77e-05,0.795,0.301,0.4,125.999,9
People Hold On - Dirty Radio Mix,"Lisa Stansfield, Dirty Rotten Scoundrels, Dan Bewick, Matt Frost",5im9CDEz9wHVVUuGBHgSMx,house,0.624,0.814,7,-6.966,1,0.0413,0.00337,0.00233,0.419,0.826,122.269,17
Ghetto,"Robosonic, Big Shug",1UdR2b3R5NPXaYMjZ6cFxx,house,0.772,0.749,2,-11.816,1,0.148,0.0619,0.000143,0.422,0.67,126.012,17
Strings Of Life - JP Candela Remix,"Kanu, Jude & Frank, JP Candela",4yYcKnH2oX0CHqx1iES7Do,house,0.588,0.993,10,-4.27,0,0.0571,0.00153,0.936,0.14,0.443,124.995,24
House Musique - Ben Sterling Remix,"Groove Armada, Ben Sterling",2dUevccZuM4modL2x6GUmB,house,0.807,0.916,11,-8.46,0,0.0831,0.00113,0.91,0.124,0.583,125.994,5
Medication - Prok & Fitch Remix,"Erick Morillo, Jamie Jones, Gene Farris, Prok & Fitch",2ofOQDJ5xQfkrfDpaORMiI,house,0.801,0.881,0,-7.718,1,0.0739,0.000698,0.87,0.114,0.805,123.991,15
Vallée De L'Armes,René et Gaston,1QBtkuVOnpuKTUL46qQmnV,house,0.761,0.94,10,-3.955,0,0.0339,0.0197,0.786,0.24,0.715,129.869,5
Deep Inside,"PBH & JACK, Sash Sings",2VRAx1uV67xY25LgdIPLIw,house,0.668,0.924,1,-2.552,1,0.0367,0.0107,0.000118,0.241,0.654,125.028,22
Twisted,"Mercer, ATFC",6535uhJPIKlrS0xrFeqx32,house,0.742,0.889,2,-4.72,1,0.0461,0.000881,0.918,0.0725,0.725,126.018,15
I'm Hot for You - Original No Offence Mix,Lil' Louis,4NkyCBo1ny6ahIPhk7looD,house,0.923,0.574,5,-11.318,1,0.0829,0.000565,0.858,0.0821,0.869,119.852,15
"You, I & The Music",Junior Sanchez,4p1g1v82M82WQk0x4a5Xo4,house,0.807,0.941,10,-5.478,1,0.236,0.0526,0.0767,0.341,0.628,118.0,17
London Baby! - Alex Madden Remix,"Michael Woods, Alex Madden",30aq9CaZIyKTVBamtkP6dP,house,0.722,0.923,10,-6.376,0,0.0484,0.000875,0.108,0.0509,0.45,123.981,12
Molly,KURED,3pm93LE4gN3hmSMdtFByVG,house,0.805,0.981,10,-7.169,0,0.0668,0.00122,0.731,0.0667,0.556,125.01,5
Big Fun 2017 (Mix Cut),Inner City,2XBeLxyxT0dOnMtUUAOzUG,house,0.643,0.967,8,-4.052,0,0.0371,0.000437,0.242,0.0389,0.828,121.99,12
Welcome To The Jungle (Mix Cut) - Andrea Oliva Remix,"Thick Dick, Andrea Oliva",4k6OTNYomEDT1P6l3cnyXF,house,0.572,0.985,7,-6.333,1,0.0506,0.000408,0.755,0.0618,0.595,124.075,15
Funk Phenomena (Mix Cut),"Armand Van Helden, ANOTR",5rd9u5XhE7azfdjesAv9JC,house,0.725,0.995,7,-5.399,1,0.0764,0.0368,0.00593,0.536,0.346,123.109,17
Pasilda (Mix Cut) - Erick Morillo Remix,"Afro Medusa, Erick Morrilo",1uIJf59YqYWlv8LAuKOoGY,house,0.57,0.942,8,-11.02,1,0.0553,0.0362,0.892,0.138,0.207,124.972,9
Happy People (Mix Cut),Static Revenger,6kjQH6uPfosxJe94iSH0VI,house,0.535,0.981,8,-4.047,1,0.108,0.00493,0.0623,0.0702,0.413,126.856,18
Love Shy (Mix Cut) - James Hype Remix,"Kristine Blond, James Hype",5FilPwlgmyIIOVDm9IpBjg,house,0.795,0.884,2,-4.72,1,0.0484,0.00226,0.0553,0.0704,0.508,125.06,22
Runnin' (Mix Cut),"Low Steppa, Kelli-Leigh",1UPbKXZYCdj9kJ5dgDYFwq,house,0.537,0.94,0,-4.459,1,0.0403,0.00293,0.000745,0.131,0.244,123.062,1
Take Me Away (Mix Cut) - 2018 Remaster,"StoneBridge, Therese",2yHNv0vvjgz2pGXF1zGW23,house,0.479,0.892,8,-4.261,1,0.0356,2.52e-05,0.227,0.0854,0.775,126.208,19
Let Me Think About It (Mix Cut) - Celebration Mix,"Fedde Le Grand, Ida Corr",497ShYldQDXuE4hOA5GJk2,house,0.779,0.947,5,-3.514,1,0.0392,0.00187,0.345,0.0357,0.622,128.887,19
Perfect (Exceeder) [Mix Cut] - Vocal Club Mix,"Mason, Princess Superstar",4wfDTyTss4m46JBv2oXHKl,house,0.789,0.644,6,-8.562,1,0.055,0.00108,0.828,0.0885,0.46,127.99,15
Da Funk,Daft Punk,1r0dZYmg4dIJsKdUx2xFma,house,0.8,0.692,0,-5.315,0,0.0746,0.00217,0.861,0.227,0.896,111.226,5
Spin Spin Sugar - Armand's Dark Garage Mix,"Sneaker Pimps, Armand Van Helden",2nGICSgZtRkfvuvDgmVVVz,house,0.737,0.959,0,-4.812,1,0.0762,0.00283,0.309,0.373,0.531,129.012,22
Lazy (feat. David Byrne) - Extended Version,"X-Press 2, David Byrne",5DpIo1IxyQetTtWlcyUmPG,house,0.73,0.577,1,-10.748,1,0.0384,0.000863,0.024,0.243,0.724,130.007,22
Losing It (Radio Edit),FISHER,17TIclLue3WKP31VP21DLj,house,0.729,0.965,2,-5.71,1,0.0624,0.00176,0.66,0.0974,0.744,125.021,15
Forever,Sunnery James & Ryan Marciano,60JBYnLAeDuP5bSS2uWsfg,house,0.628,0.939,0,-5.684,0,0.0411,0.000851,0.823,0.214,0.385,124.993,24
I Wanna Feel - Radio Edit,Secondcity,77jaOS5YDCDGPto5Pomi4h,house,0.692,0.896,10,-6.298,0,0.0637,0.0764,0.00194,0.157,0.804,121.999,12
Summer 91 (Looking Back),Noizu,4FEcEwbE2vsqhxbTPtiNTL,house,0.509,0.953,11,-4.954,0,0.0414,0.0159,3.3e-05,0.28,0.406,125.015,10
Your Loving Arms - MANIK Remix,"Karen Overton, Manik",5QAkMcSflGf7taxdWOAHET,house,0.8,0.605,0,-8.63,1,0.0421,0.00479,0.833,0.369,0.422,123.017,9
The Future of the Future (Stay Gold) (with Everything But The Girl),"Deep Dish, Tracey Thorn, Everything But The Girl",4tiVQzeVugyF6WGqZqmqLN,house,0.678,0.756,9,-6.879,0,0.0354,0.00363,0.198,0.0655,0.42,122.021,12
L.O.V.E.,"Purple Disco Machine, Boris Dlugosch",4jFt8ztVSyGt2NFGQdd5pQ,house,0.811,0.572,6,-9.439,0,0.0434,0.00309,0.606,0.0494,0.72,118.0,5
Love Can Damage Your Health - Abicah Soul / Dennis Ferrer Remix,Télépopmusik,7oDfid5Tw8tD0ZYqiS5VvB,house,0.845,0.476,1,-9.619,1,0.0458,0.0217,0.804,0.0852,0.593,122.994,15
Love Somebody Else,"Maceo Plex, Jon Dasilva, Joi Cardwell",5SQsRtN6nyvpMHShbSoBOC,house,0.784,0.758,6,-9.195,0,0.0649,0.00592,0.712,0.103,0.299,124.002,24
Make The World Go Round - Deep Dish Round The World Remix,"Sandy B, Deep Dish",2j61rblWwVGWANLSfCSHaS,house,0.758,0.931,0,-6.019,1,0.068,0.00844,0.427,0.257,0.701,121.989,22
Make A Move On Me,"Joey Negro, Dave Lee",4twa5BOerk6oQtCth5o7kj,house,0.736,0.82,1,-7.172,1,0.0693,0.00286,0.000877,0.0981,0.716,128.297,22
Marvinello - Radio Edit,"Michel Cleis & Klement Bonelli, Martin Wilson",0PNzJaq1d9VnBWcyIh2oqs,house,0.8,0.773,1,-5.288,0,0.06,0.00325,0.0603,0.318,0.341,126.977,7
Emotion - VIP Mix,"Dots Per Inch, Effie",0t7veb3B3IQj2tvcyd7sj1,house,0.896,0.644,9,-6.557,1,0.0699,0.00161,0.00198,0.0581,0.687,124.999,19
Planet Rock - Claptone Remix,"Powers That Be, Roland Clark",6qpHzVBQ2aQGkPcO5YOahL,house,0.791,0.985,9,-7.179,0,0.0529,0.0142,0.871,0.239,0.679,120.011,5
Mouth - Brad Peep's Remix For Friends,"IZ, Diz",4ZBUttBZv8ziEKw9AJuLfW,house,0.944,0.451,9,-11.154,1,0.269,0.0634,0.111,0.0566,0.348,124.978,13
In the Trees,Faze Action,0TvBSUDp7hcGyzw2ml5MGl,house,0.598,0.536,9,-16.507,1,0.0285,0.264,0.91,0.297,0.806,121.037,15
Mushrooms - Salt City Orchestra Out There Mix,"Marshall Jefferson, Noosa Heads, Salt City Orchestra",2vRbn7ZmxrkEO2SBfxJe3V,house,0.849,0.448,10,-15.46,0,0.195,0.0265,0.888,0.0808,0.702,124.035,5
My Head Is A Jungle - MK Remix / Radio Edit,"Wankelmut, Emma Louise, MK",4NbvIwYcwx8dNGYfUX2bKB,house,0.684,0.789,7,-6.889,0,0.0377,0.084,0.00289,0.217,0.411,123.989,10
It's Only - DJ Koze Mix - Bonus Track,"Herbert, Matthew Herbert",6yOGI5mgdfZRqgHs1IZCJa,house,0.763,0.354,11,-14.878,0,0.0939,0.0173,0.0688,0.105,0.122,118.049,11
I Got U,"Duke Dumont, Jax Jones",023H4I7HJnxRqsc9cqeFKV,house,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,12
"Reach - Little ""More"" Mix",Lil' Mo' Yin Yang,0Vz1JPyRqJu4JFpJB6Ygm4,house,0.616,0.478,11,-10.13,0,0.229,0.0614,0.0192,0.06,0.105,126.09,11
Good Life (Remastered) - Club Mix,Inner City,3tpQSIx8N7Kra5cGDhZC5B,house,0.65,0.921,4,-3.711,0,0.0563,0.000943,0.619,0.0588,0.77,120.943,5
Discòs Revenge - Short Dirty Mix,Gusto,3pPyW9Tw16SPFIttCOxYV5,house,0.811,0.942,8,-6.72,0,0.0585,0.0226,0.882,0.0647,0.953,125.962,5
Feelin U,"Mischa Daniels, Dennis Christopher, Daisy",33wOzXctKAPdrJCztgCbnO,house,0.598,0.921,1,-5.807,1,0.035,0.0109,0.601,0.0703,0.443,125.012,9
Feel So Alive,"Danglo, Siente, Oli Gosh",1UuTRj0PMWwbzU66S4zejB,house,0.721,0.809,7,-5.699,0,0.0347,0.13,0.000803,0.138,0.365,119.991,11
Real Life,"Duke Dumont, Gorgon City, NAATIONS",6jz9EMWHffNKVlZQVXOLoz,house,0.543,0.74,7,-5.187,0,0.0557,0.148,0.00358,0.142,0.6,123.915,12
Rock The Beat,Cedric Gervais,6Wc1RMj1NaD2SRwli2UHWg,house,0.811,0.734,8,-5.621,1,0.0511,0.0575,0.662,0.0921,0.406,123.009,15
Flat Beat - Radio Edit,Mr. Oizo,5jaVyz2GDdesyu01cBbOSc,house,0.94,0.425,0,-11.584,1,0.55,0.00021,0.486,0.273,0.499,128.989,13
Antibodies,"Tensnake, Cara Melín",2kEvC6w9wRf96llW9sJrRU,house,0.776,0.814,0,-5.86,0,0.0737,0.0336,0.0,0.109,0.831,118.032,7
Promised Land - Gerd Janson Remix,"Joe Smooth, Gerd Janson",4kwwpzLN2qVpLgrUNWEUaN,house,0.656,0.701,9,-3.566,1,0.0456,0.00653,0.458,0.0385,0.65,125.003,19
Take Your Time - D.O.D Remix,"ARTY, D.O.D",3cM98xcG6I6bnZRYA2jw4l,house,0.488,0.674,7,-4.562,1,0.053,0.163,0.000595,0.0877,0.35,123.381,18
Dance With Me,"Felguk, NUZB",7s914GtCjjcdeAP0TScYqB,house,0.903,0.872,1,-5.241,1,0.111,0.00245,0.208,0.148,0.642,123.979,22
Another Sleepless Night - Bassman Mix,Shawn Christopher,0TKbvgL8jUh8Ne4tCn9EMW,house,0.786,0.739,1,-10.068,0,0.0532,3.53e-05,0.807,0.108,0.0773,121.743,24
Don't Leave Me Lonely (feat. Yebba) - Purple Disco Machine Remix,"Mark Ronson, Yebba, Purple Disco Machine",1lrxKnhETdtGBk5BecESRD,house,0.81,0.763,8,-6.48,1,0.0711,0.247,0.000799,0.0548,0.848,118.011,19
Born Again (Babylonia),"Sunnery James & Ryan Marciano, Nicola Fasano, Adam Clay",0t5AAineLuUCFbeTjZxvhs,house,0.638,0.791,11,-6.891,0,0.0365,0.131,0.000197,0.567,0.434,126.042,10
How Will I Know (feat. Anni) - Sonny Vice Remix,"Nicola Fasano, Miami Rockets, Anni, Sonny Vice",5Sa5qWAN1QvhTQwbXcAROo,house,0.769,0.665,7,-6.938,1,0.0319,0.0175,0.000248,0.148,0.317,125.0,2
Austin's Groove - Volkoder Remix,"Kid Crème, Volkoder",4rWsJs3kQHhpa02GMYauJ3,house,0.804,0.861,9,-6.924,1,0.0551,0.00178,0.82,0.0176,0.851,123.988,15
Open Up,"Felguk, INGEK",4q9nsBn8OhQibTq5JROovY,house,0.799,0.908,1,-5.794,1,0.0826,0.000509,0.799,0.057,0.212,124.015,9
Beautiful People - Club Mix,Barbara Tucker,4tPQHWxbCmEiFwOsVSrzxe,house,0.798,0.768,7,-6.722,1,0.127,0.0302,8.19e-06,0.214,0.595,123.864,19
Move On,Twolate,1QozvzDTel0bHSdm8TMYn9,house,0.637,0.971,11,-4.244,0,0.0447,0.00312,0.243,0.348,0.808,125.015,10
Turn Your Love Around,"Cedric Gervais, Chris Willis",1ABqaS5IL6YZGXNIzUeKfS,house,0.634,0.95,7,-3.59,0,0.0728,0.0566,1.98e-05,0.787,0.653,123.995,21
Smoke Machine,Dave Winnel,1FjrdluokOl5I6QoeRUePv,house,0.703,0.987,6,-4.395,0,0.0665,0.00871,0.406,0.0986,0.939,123.975,5
Say It To Me,Deeperlove,3qqhWaIT5JI2IpYUIO38Rm,house,0.723,0.841,6,-6.744,1,0.0405,0.00679,0.499,0.255,0.782,124.947,15
Telema,"Valexx, Boule Mpanya",1CKmUfnXKNpXRE2dTkOVu4,house,0.704,0.886,11,-4.214,0,0.0746,0.000574,0.0216,0.0472,0.354,123.027,12
Good Things - Disco Edit,"Cedric Gervais, Just Kiddin, Kyan",26VNWta4v0Dr5wWoFD386M,house,0.643,0.872,0,-2.635,1,0.0511,0.000822,0.0,0.311,0.483,122.0,1
Turn Up The Bass - Fast Eddie Scratch It Up Mix,Tyree Cooper,4a2VdX9fRz3mFuEP17TnEn,house,0.762,0.898,7,-6.208,0,0.142,0.000564,5.12e-06,0.122,0.349,126.657,12
Edony - Nico De Andrea Remix,"Africanism, Martin Solveig, Nico de Andrea",07vwPSSb06UQuYY6pyvjVC,house,0.68,0.906,4,-6.547,0,0.0615,0.000288,0.211,0.342,0.496,124.008,10
Chunky,Format:B,5SB73InpxuEQ20qEWhOQFV,house,0.803,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,19
Desire,"Butch, C.Vogt",6NMlHvmdyWegdtZ45wYPpe,house,0.767,0.768,4,-10.508,0,0.0552,0.0348,0.254,0.541,0.968,124.003,10
Boom,"Martin Badder, Space Jump Salute",5ZdtLnOmAFAIqnaCbJPkeV,house,0.742,0.912,1,-4.881,0,0.0469,0.00931,0.285,0.0632,0.599,126.027,7
Desire,Eli Brown,1vgaxeDixMkDNzwmoLI7aL,house,0.582,0.926,5,-5.639,0,0.0463,0.00137,0.431,0.0696,0.578,124.972,5
It Just Won't Do - Radio Edit,"Tim Deluxe, Sam Obernik",6Ss1QOGzn0iG8hrRRSGrr9,house,0.678,0.936,5,-4.876,0,0.0373,0.00166,0.457,0.376,0.877,129.996,10
